,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
10,금화저축은행,비대면-정기적금,정액적립식,4.60%,3.89%,"97,290",4.60%,2.774294644023878,단리,24개월,2023-11-10,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
11,금화저축은행,e-정기적금,정액적립식,4.60%,3.89%,"97,290",4.60%,2.774294644023878,단리,24개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
12,금화저축은행,e-행복더드림정기적금,정액적립식,4.60%,3.89%,"97,290",4.60%,2.774294644023878,단리,24개월,2023-11-10,"경영지원팀,032-452-6043","인터넷, 모바일 전용상품",인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율","- 인터넷 및 모바일뱅킹 전용 상품
- 1인당 최고 월 100만원 불입 가능",1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
13,예가람저축은행,Hi!예가람 e정기적금,정액적립식,4.60%,3.89%,"97,290",4.60%,2.774294644023878,단리,24개월,2023-10-04,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",비대면가입,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
14,금화저축은행,정기적금,정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-11-10,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
15,다올저축은행,Fi 정기적금 (비대면),정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-03-03,(고객문의) 1544-6700 (공시담당) 기획팀,"※유의사항 : 인터넷뱅킹,모바일뱅킹(다올디지털뱅크_Fi/SB톡톡)으로 가입가능",제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
16,인성저축은행,정기적금,정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-02-17,경영기획부 032-865-3911,없음,-제한없음,영업점,-보통예금이율 0.1%,-없음,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
17,인성저축은행,e-정기적금,정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-02-17,경영기획부 032-865-3911,없음,-만19세이상의 개인,온라인,-보통예금이율 0.1%,-통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
18,참저축은행,비대면정기적금,정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,만19세 이상 내국인(법인불가),온라인,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기적금이율 중 낮은 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
19,참저축은행,정기적금,정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,제한없음,모두가능,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기적금이율 중 낮은 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
20,키움예스저축은행,"키워드림 e-정기적금 (인터넷뱅킹, 스마트뱅킹)",정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-02-16,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
21,키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.50%,3.81%,"95,175",4.50%,2.723201280367027,단리,24개월,2023-02-16,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
22,다올저축은행,Fi 정기적금 (대면),정액적립식,4.40%,3.72%,"93,060",4.40%,2.67208249079669,단리,24개월,2023-03-03,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
23,세람상호저축은행,비대면 정기적금,정액적립식,4.40%,3.72%,"93,060",4.40%,2.67208249079669,단리,24개월,2023-11-07,"기획팀, 031-822-1623",-,제한없음,모두가능,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
24,주식회사 케이뱅크,코드K 자유적금,자유적립식,4.35%,3.68%,-,4.35%,2.6465135494237786,단리,24개월,2023-10-20,"수신팀, 02-3210-7312",금리우대 코드를 입력하는 경우 우대금리 적용,만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내: 만기시점 기본금리 X 50% 
- 1개월 초과 ~ 6개월 이내: 만기시점 기본금리 X 30%
- 6개월 초과: 연 0.20%","가입금액: 1만원 이상 30만원 이하
가입기간: 6개월, 1년, 2년, 3년 
(1인 최대 3계좌)",2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
25,고려저축은행,정기적금(비대면),정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-02-02,"영업추진팀,051-640-9023",-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
26,디비저축은행,M-정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,온라인,"* 만기후 이자율 : 
*1개월 이하: 기본이율 
*1개월 초과: 0.5%",스마트폰앱 전용상품,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
27,안국저축은행,정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,0.002,없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
28,안국저축은행,정기적금(비대면),정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,0.002,없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
29,안국저축은행,e-정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,0.002,없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
30,엔에이치저축은행,비대면정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,온라인,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율","-가입금액: 월불입금 1만원 이상
-가입기간: 6개월이상 36개월 이하",2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
31,예가람저축은행,직장인 Plus정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-10-04,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
32,청주저축은행,정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,모두가능,만기 후 : 1%,제한없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
33,푸른상호저축은행,푸른 정기적금,정액적립식,4.30%,3.64%,"90,945",4.30%,2.620938237316461,단리,24개월,2023-09-01,"예금/대출문의 : 02-545-9000, 공시부서 : 기획부, 02-6255-1114",-,제한 없음,모두가능,"만기 후 보통예금 금리에 연동
(단, 만기 1개월 경과시점까지는 약정금리와 동일상품의 만기시점 고시금리 중 낮은 금리 적용)","- 중도해지금리
1개월 미만 : 0.20%,
6개월 미만 : 1.85%, 
12개월 미만 : 2.40%,
12개월 이상 : 2.45%",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
34,주식회사 케이뱅크,주거래우대 자유적금,자유적립식,4.25%,3.60%,-,4.85%,2.5953565497103925,단리,24개월,2023-10-20,"수신팀, 02-3210-7312","급여이체 또는 통신비 자동이체, 체크카드 고객에게 우대금리 제공 (최고 연 0.6%)",만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내: 만기시점 기본금리 X 50% 
- 1개월 초과 ~ 6개월 이내: 만기시점 기본금리 X 30%
- 6개월 초과: 연 0.20%","가입금액: 1천원 이상 300만원 이하
가입기간: 6개월 ~ 36개월
(1인 최대 3계좌)",2,2,"* 자동이체 : 0.6% [급여이체, 체크카드로 대체 가능]",,,0.6%,,,,,,,,,,,,,,,,,
35,대명상호저축은행,더 드림 정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-08-08,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",월 불입액 최대 500만원,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
36,디비저축은행,E-정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,온라인,"* 만기후 이자율 : 
*1개월 이하: 기본이율 
*1개월 초과: 0.5%",인터넷뱅킹 전용상품,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
37,스카이저축은행,b-정기적금,정액적립식,4.20%,3.55%,"90,880",4.20%,0.3975055589286125,복리,24개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
38,스카이저축은행,b-정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
39,스카이저축은행,e-정기적금,정액적립식,4.20%,3.55%,"90,880",4.20%,0.3975055589286125,복리,24개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
40,스카이저축은행,e-정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
41,엔에이치저축은행,정기적금,정액적립식,4.20%,3.55%,"88,830",4.30%,2.569768481835255,단리,24개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율","-가입금액: 월불입금 1만원 이상
-가입기간: 6개월이상 36개월 이하",2,0,* 해당은행 : 0.1% [ NH 회원인 경우를 의미 ],,,,,,,,,0.1%,,,,,,,,,,,
42,예가람저축은행,2030 Start정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-10-04,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
43,인천저축은행,정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-02-16,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",월불입액 1만원이상,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
44,인천저축은행,e-보다정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-02-16,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",월불입액 1만원이상,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
45,키움예스저축은행,키워드림 정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-02-16,"회계팀, 0261811586","*인터넷뱅킹, 스마트뱅킹, 비대면 가입시 우대금리 적용",제한없음,영업점,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
46,평택상호저축은행,정기적금,정액적립식,4.20%,3.55%,"88,830",4.20%,2.569768481835255,단리,24개월,2023-02-22,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,영업점,보통예금이율,보호금융상품 1인당 최고 5천만원,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
47,고려저축은행,보고파 정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-07-20,"영업추진팀,051-640-9023",-,만19세이상 개인(내국인만 가능),온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)","1. 1인당 가입한도 : 월 최대 100만원
2. 비대면 가입 전용상품
3. 1인1계좌 제한",4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
48,고려저축은행,응답하라2030정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-02-02,"영업추진팀,051-640-9023",-,*만20~30대만 가입가능 (나이제한),영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
49,남양저축은행,비대면-정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-03-17,총무부0315663300,없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인 납세자에 해당하지 않는 고객",온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
50,남양저축은행,정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-03-17,총무부0315663300,없음,제한없음,영업점,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
51,남양저축은행,e-정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-03-17,총무부0315663300,없음,제한없음,온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
52,대명상호저축은행,정기적금,정액적립식,4.10%,3.47%,"88,668",4.10%,0.3447197367283603,복리,24개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
53,대명상호저축은행,정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
54,대명상호저축은행,E-플러스 정기적금,정액적립식,4.10%,3.47%,"88,668",4.10%,0.3447197367283603,복리,24개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,온라인,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
55,대명상호저축은행,E-플러스 정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,온라인,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
56,디비저축은행,정기적금,정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,영업점,* 만기후 이자율 : *1개월 이하: 기본이율 *1개월 초과: 0.5%,창구전용상품,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
57,민국저축은행,비대면정기적금(비대면),정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-05-19,"기획팀, 02-2271-0071",- 없음,개인,온라인,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
58,민국저축은행,톡톡정기적금(모바일),정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-05-19,"기획팀, 02-2271-0071",- 없음,개인,모두가능,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
59,민국저축은행,e-행복정기적금(인터넷),정액적립식,4.10%,3.47%,"86,715",4.10%,2.5185731861668392,단리,24개월,2023-05-19,"기획팀, 02-2271-0071",- 없음,개인,온라인,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
