,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
19,다올저축은행,Fi 정기적금 (대면),정액적립식,4.40%,3.72%,"206,593",4.40%,2.637154953798282,단리,36개월,2023-03-03,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
20,주식회사 케이뱅크,코드K 자유적금,자유적립식,4.40%,3.72%,-,4.40%,2.637154953798282,단리,36개월,2023-10-20,"수신팀, 02-3210-7312",금리우대 코드를 입력하는 경우 우대금리 적용,만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내: 만기시점 기본금리 X 50% 
- 1개월 초과 ~ 6개월 이내: 만기시점 기본금리 X 30%
- 6개월 초과: 연 0.20%","가입금액: 1만원 이상 30만원 이하
가입기간: 6개월, 1년, 2년, 3년 
(1인 최대 3계좌)",2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
21,디비저축은행,M-정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,온라인,"* 만기후 이자율 : 
*1개월 이하: 기본이율 
*1개월 초과: 0.5%",스마트폰앱 전용상품,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
22,안국저축은행,정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,0.002,없음,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
23,안국저축은행,정기적금(비대면),정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,0.002,없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
24,안국저축은행,e-정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,0.002,없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
25,엔에이치저축은행,비대면정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,온라인,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율","-가입금액: 월불입금 1만원 이상
-가입기간: 6개월이상 36개월 이하",2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
26,예가람저축은행,직장인 Plus정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-10-04,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
27,제주은행,더탐나는적금3,정액적립식,4.30%,3.64%,"201,898",5.80%,2.58773760087192,단리,36개월,2023-10-20,"영업추진본부, 064-720-0287","* 거래조건에 따라 최고 1.5%p 우대금리 적용 ① 급여이체 또는 카드가맹점 이체 실적시 : 0.5%p ② 신용카드 및 체크카드 합산 사용실적에 따른 최고 우대금리 : 0.6%p ③ 신규거래 고객 또는 기존 더 탐나는 적금1,2 가입 이력시 : 0.30%p ④ 모바일(JBANK, 모바일 웹뱅킹)으로 신규시 : 0.10%P",개인 및 개인사업자,모두가능,"- 만기후 1개월 이내 : (일반)정기적금 기본이자율의 50%
(단, 최저금리 0.1%)
- 만기후 1개월 초과 3개월 이내 : (일반)정기적금 기본이자율의 25%
(단, 최저금리 0.1%)
- 만기후 3개월 초과 : 0.1%",월 납입한도 30만원 이하,1,7,"* 급여이체 : 0.5% [카드가맹점이체로 대체 가능]
* 카드실적 : 0.6% 
* 최초거래 : 0.3% [재가입(더 탐나는 적금1,2)도 적용 가능] 
* 비대면 : 0.1% [모바일 가입, 최초가입시]",0.5%,,,0.6%,0.3%,,0.1%,,,,,,,,,,,,,
28,주식회사 케이뱅크,주거래우대 자유적금,자유적립식,4.30%,3.64%,-,4.90%,2.58773760087192,단리,36개월,2023-10-20,"수신팀, 02-3210-7312","급여이체 또는 통신비 자동이체, 체크카드 고객에게 우대금리 제공 (최고 연 0.6%)",만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내: 만기시점 기본금리 X 50% 
- 1개월 초과 ~ 6개월 이내: 만기시점 기본금리 X 30%
- 6개월 초과: 연 0.20%","가입금액: 1천원 이상 300만원 이하
가입기간: 6개월 ~ 36개월
(1인 최대 3계좌)",2,9,"* 급여이체 : 0.6% [통신비 자동이체, 체크카드 고객도 가능]",0.6%,,,,,,,,,,,,,,,,,,,
29,청주저축은행,정기적금,정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,모두가능,만기 후 : 1%,제한없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
30,키움예스저축은행,"키워드림 e-정기적금 (인터넷뱅킹, 스마트뱅킹)",정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-02-16,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
31,키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.30%,3.64%,"201,898",4.30%,2.58773760087192,단리,36개월,2023-02-16,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
32,대명상호저축은행,더 드림 정기적금,정액적립식,4.25%,3.60%,"199,550",4.25%,2.5630110608106937,단리,36개월,2023-08-08,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",월 불입액 최대 500만원,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
33,남양저축은행,비대면-정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-03-17,총무부0315663300,없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인 납세자에 해당하지 않는 고객",온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
34,남양저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-03-17,총무부0315663300,없음,제한없음,영업점,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
35,남양저축은행,e-정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-03-17,총무부0315663300,없음,제한없음,온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
36,대명상호저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
37,대명상호저축은행,정기적금,정액적립식,4.20%,3.55%,"204,190",4.20%,0.3946634194254229,복리,36개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
38,대명상호저축은행,E-플러스 정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,온라인,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
39,대명상호저축은행,E-플러스 정기적금,정액적립식,4.20%,3.55%,"204,190",4.20%,0.3946634194254229,복리,36개월,2023-05-03,총무계 0436405117,없음,누구나가입가능,온라인,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
40,디비저축은행,E-정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,온라인,"* 만기후 이자율 : 
*1개월 이하: 기본이율 
*1개월 초과: 0.5%",인터넷뱅킹 전용상품,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
41,스카이저축은행,b-정기적금,정액적립식,4.20%,3.55%,"204,190",4.20%,0.3946634194254229,복리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
42,스카이저축은행,b-정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
43,스카이저축은행,e-정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
44,스카이저축은행,e-정기적금,정액적립식,4.20%,3.55%,"204,190",4.20%,0.3946634194254229,복리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,온라인,없음,최소금액:1만원이상,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
45,엔에이치저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.30%,2.538272592535651,단리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율","-가입금액: 월불입금 1만원 이상
-가입기간: 6개월이상 36개월 이하",2,3,* 해당은행 : 0.1%,,,,,,,,,0.1%,,,,,,,,,,,
46,예가람저축은행,2030 Start정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-10-04,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
47,유니온상호저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2022-10-14,"경영지원팀, 0532564000 (내선233)","전자금융(인터넷,스마트폰 뱅킹), 비대면 SB톡톡으로 가입시에도 동일한 금리 적용",제한없음,모두가능,*1개월이내 : 약정이율과 현행이율 중 낮은 이율 *1개월초과: 보통예금이율,중도해지이율 - 2019년7월1일 이전 신규분 *3개월이하 : 0.2% *3~6개월이내 : 0.5% *6개월초과 : 1.0% - 2019년7월1일 이후 신규분 *1개월미만 : 계약일의 보통예금 이율 *1개월~3개월미만 : 약정이율의 50% *3개월~6개월미만 : 약정이율의 55% *6개월~24개월미만 : 약정이율의 60% *24개월이상 : 약정이율의70%,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
48,인천저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-02-16,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",월불입액 1만원이상,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
49,인천저축은행,e-보다정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-02-16,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",월불입액 1만원이상,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
50,진주저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-04-17,"영업지원부, 0518051450",없음,비거주 외국인 외 제한없음,영업점,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%","-만65세 이상 비과세 종합저축 5,000만원 가능",5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
51,진주저축은행,지니뱅크-정기적금(비대면),정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-04-17,"영업지원부, 0518051450",없음,비거주 외국인 외 제한없음,온라인,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%","-만65세 이상 비과세 종합저축 5,000만원 가능",5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
52,진주저축은행,E-정기적금(비대면),정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-04-17,"영업지원부, 0518051450",없음,비거주 외국인 외 제한없음,온라인,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%","-만65세 이상 비과세 종합저축 5,000만원 가능",5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
53,진주저축은행,M-정기적금(비대면),정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-04-17,"영업지원부, 0518051450",없음,비거주 외국인 외 제한없음,온라인,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%","-만65세 이상 비과세 종합저축 5,000만원 가능",5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
54,평택상호저축은행,정기적금,정액적립식,4.20%,3.55%,"197,203",4.20%,2.538272592535651,단리,36개월,2023-02-22,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,영업점,보통예금이율,보호금융상품 1인당 최고 5천만원,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
55,고려저축은행,보고파 정기적금,정액적립식,4.10%,3.47%,"192,507",4.10%,2.488759813732333,단리,36개월,2023-07-20,"영업추진팀,051-640-9023",-,만19세이상 개인(내국인만 가능),온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)","1. 1인당 가입한도 : 월 최대 100만원
2. 비대면 가입 전용상품
3. 1인1계좌 제한",4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
56,디비저축은행,정기적금,정액적립식,4.10%,3.47%,"192,507",4.10%,2.488759813732333,단리,36개월,2022-10-18,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 우대조건 : * 최고우대금리 : 0.2% - 인터넷 가입시 : 연 0.1% - 모바일 가입시 : 연 0.2%,제한없음,영업점,* 만기후 이자율 : *1개월 이하: 기본이율 *1개월 초과: 0.5%,창구전용상품,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
57,스카이저축은행,정기적금,정액적립식,4.10%,3.47%,"199,162",4.10%,0.3422280742103822,복리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,영업점,없음,최소금액:1만원이상,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
58,스카이저축은행,정기적금,정액적립식,4.10%,3.47%,"192,507",4.10%,2.488759813732333,단리,36개월,2023-09-12,"영업부, 02-3485-4196",*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,제한없음,영업점,없음,최소금액:1만원이상,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
